,pitcher,release_speed,release_pos_x,release_pos_z,pfx_x,pfx_z,release_spin_rate,release_extension,spin_axis,swinging_strike,name,throw_hand,height,weight,age_on_july_1
122,573186,91.51345427059714,-1.045933484504913,5.242267573696146,-0.49389266817838245,0.3809221466364323,2351.806500377929,5.800075585789871,205.83068783068782,0.07785336356764928,MarcusEarlStroman,R,67,180,31.16769336071184
123,573204,92.83884297520662,0.33894628099173557,6.055702479338843,0.2667148760330579,1.620103305785124,2296.440082644628,6.284710743801654,162.1611570247934,0.15702479338842976,CalebJohnThielbar,L,72,205,35.41409993155373
124,579328,94.54581280788177,1.7903842364532019,5.446364532019705,0.863064039408867,1.3706108374384238,2267.1566502463056,6.861674876847291,138.50344827586207,0.09458128078817735,YuseiKikuchi,L,72,205,31.039014373716633
125,592094,94.75923344947736,-1.6549825783972125,5.842020905923345,-0.5755052264808362,1.466829268292683,2652.909407665505,6.705923344947735,214.2404181184669,0.17421602787456447,JasonKendallAdam,R,75,229,30.90759753593429
126,592332,94.96955201214882,-2.2639179954441913,6.026780561883068,-0.8784662110858011,1.4516780561883067,2265.7296886864083,6.4011389521640085,217.39711465451785,0.08048595292331055,KevinJohnGausman,R,74,205,31.482546201232033
127,592346,92.42617801047122,-1.9821989528795814,5.9080104712041885,-0.5954973821989529,0.8428795811518325,2239.9476439790574,6.037696335078534,215.57068062827224,0.05235602094240838,AlexanderGonzález,R,75,210,30.458590006844627
128,592351,95.88586640851888,-1.9751403678606,5.468509196515005,-0.945595353339787,1.057725072604066,2015.1413359148112,6.520232333010648,226.14230396902227,0.07357212003872217,JonathanCharlesGray,R,76,225,30.652977412731005
129,592390,94.17572815533981,-0.800873786407767,5.707330097087379,-0.7283495145631067,1.4307766990291262,2319.790243902439,6.593203883495145,214.90731707317073,0.03398058252427184,RichardHeathHembree,R,76,220,33.46201232032854
130,592473,88.22350230414746,2.810967741935484,4.12963133640553,1.4782949308755762,-0.09087557603686636,2166.9305555555557,6.582949308755761,98.75462962962963,0.03225806451612903,AdamJohnKolarek,L,75,215,33.45927446954141
131,592662,93.3847323943662,2.5477521126760565,6.092478873239436,0.8031042253521127,1.3569239436619718,2252.098527746319,6.498361581920904,146.6092865232163,0.10366197183098591,RobertGlennRay,L,74,225,30.748802190280628
132,592716,91.63575129533679,-2.7558635578583766,5.761986183074266,-0.9220811744386874,0.9971934369602763,2074.4516711833785,6.42375790424571,215.676603432701,0.07340241796200346,AdrianDavidSampson,R,74,210,30.732375085557837
133,592717,92.19734660033167,-1.6964013266998341,5.705240464344942,-1.2271807628524047,0.9146434494195688,2130.8805970149256,6.865505804311774,224.379767827529,0.05970149253731343,AaronJacobSanchez,R,76,212,29.998631074606433
134,592741,90.57251184834122,2.06824644549763,5.705355450236967,0.8938862559241707,1.5006161137440759,2337.781990521327,6.339810426540285,140.90995260663507,0.07582938388625593,ChasenDeanShreve,L,76,180,31.969883641341546
135,592761,91.874609375,1.38376953125,6.29833984375,0.9082617187500001,1.55947265625,2426.713725490196,5.7041015625,144.3921568627451,0.076171875,CalebAnthonySmith,L,72,207,30.926762491444215
136,592767,91.14350104821803,1.9697589098532495,6.428689727463313,0.5376624737945492,1.2518553459119497,2135.8677859391396,5.880293501048218,144.02308499475342,0.08385744234800839,ToddAndrewSmyly,L,74,188,33.04859685147159
137,592773,98.30912951167728,-0.521656050955414,6.462335456475584,-0.8468365180467091,1.471571125265393,2308.223404255319,5.969426751592357,212.55531914893618,0.15286624203821655,RyneThomasStanek,R,76,226,30.93223819301848
138,592789,93.77551020408163,-0.7726423200859291,6.2526208378088075,-0.9549409237379162,0.9777228786251343,2128.8829215896885,6.690762620837809,210.47690655209453,0.05692803437164339,NoahSethSyndergaard,R,78,242,29.83709787816564
139,592791,93.41928707829409,-1.4106365372374285,6.080019096117122,-0.4613367281985996,1.3441629535327815,2388.3825588796944,6.617961783439491,203.95353278166772,0.08338637810311904,JamesonLeeTaillon,R,77,230,30.61738535249829
140,592804,93.53869346733669,-1.5279899497487437,5.810150753768844,-0.5361306532663317,1.5891959798994975,2403.090909090909,6.308585858585858,202.32828282828282,0.07035175879396985,TylerMichaelThornburg,R,71,190,33.752224503764545
141,592826,92.98992125984252,-1.2326771653543307,5.624582677165354,-0.5211653543307087,1.4814173228346457,2393.374803149606,6.644566929133859,206.01574803149606,0.11023622047244094,VincentJohnVelasquez,R,75,212,30.064339493497606
142,592836,92.80680628272252,-2.1330541012216404,6.467347294938918,-0.7998429319371728,1.3010732984293194,2146.0322862129146,5.9952006980802794,212.93368237347295,0.06980802792321117,TaijuanEmmanuelWalker,R,76,235,29.880903490759753
143,592858,94.45176767676769,-1.5223358585858586,5.8425252525252525,-0.1356691919191919,1.4213131313131313,2249.9405815423515,6.678409090909091,193.24399494310998,0.08964646464646464,RowanD.Wick,R,75,234,29.639972621492127
144,592866,90.82102857142857,-2.3148,4.989222857142857,-0.7150857142857143,0.9383885714285715,2183.574370709382,6.696457142857143,223.69107551487414,0.09371428571428571,TrevorAnthonyWilliams,R,75,235,30.182067077344286
145,593334,92.6948780487805,-1.584219512195122,5.304975609756098,-1.0817317073170731,1.1784146341463415,2517.709756097561,6.077804878048781,225.92926829268293,0.05853658536585366,DomingoGermán,R,74,181,29.905544147843944
146,593423,94.96575550493546,-1.096522399392559,6.075960516324981,-0.6934548215641609,1.1156112376613516,2319.7646165527713,5.926651480637813,200.51404707668945,0.09643128321943811,FrancelisMontas,R,74,255,29.27857631759069
147,593576,94.35236486486487,-1.7980236486486487,5.844594594594595,-1.0517736486486486,1.2869087837837838,2414.8175675675675,6.211993243243243,220.9206081081081,0.07939189189189189,HéctorNeris,R,74,227,33.045859000684466
148,593619,97.66071428571429,-1.6776339285714286,5.532232142857143,-1.2930357142857143,1.0128125000000001,2201.8385650224213,5.941071428571428,222.44843049327355,0.05803571428571429,DomingoRafaelTapia,R,75,263,30.90759753593429
149,593958,90.77530224525043,1.8055699481865284,5.760336787564767,0.5076856649395509,0.9978756476683938,2171.880829015544,6.141796200345423,151.6183074265976,0.06217616580310881,EduardoJoseRodriguez,L,74,231,29.232032854209447
150,593974,95.3815625,0.9101874999999999,6.05246875,1.3901875000000001,0.8561875000000001,2191.46875,5.8184375,134.75,0.096875,WandyLuisPeralta,L,72,227,30.92950034223135
151,594311,95.89042553191489,-1.6043617021276595,5.544148936170213,-1.2874113475177305,0.6412411347517731,2392.2127659574467,5.852836879432624,223.92198581560282,0.06382978723404255,JandelFranciscoGustave,R,75,220,29.71663244353183
152,594577,92.7135135135135,-2.0155925155925156,5.572411642411642,-0.7561330561330561,1.2411226611226611,2290.7719665271966,6.169646569646569,217.5020920502092,0.08523908523908524,MichaelChristopherMayers,R,74,220,30.56810403832991
153,594580,93.35732484076433,1.9449044585987263,5.313980891719745,1.104872611464968,0.29621019108280255,2521.980769230769,4.756369426751593,126.86217948717949,0.06369426751592357,SamuelJohnMoll,L,69,190,30.491444216290212
154,594798,98.85410958904109,-1.4757762557077625,5.567123287671233,-0.7955022831050228,1.3970091324200913,2515.5981735159817,6.688127853881279,217.01826484018264,0.1278538812785388,JacobAnthonydeGrom,R,76,180,34.03148528405202
155,594835,87.6294002607562,2.068024771838331,5.649308996088657,0.7238526727509779,1.1296153846153845,2001.5764705882352,6.429400260756194,140.83986928104576,0.06258148631029987,MarcoEliasGonzales,L,73,205,30.3709787816564
156,595345,93.66666666666667,3.1519417475728155,5.790647249190938,0.8324595469255665,1.2397411003236245,2235.0390879478828,6.349514563106796,134.69055374592833,0.06472491909385113,StevenChandlerOkert,L,74,202,30.978781656399725
157,595881,95.6686230248307,-1.8698645598194132,5.390722347629797,-1.100451467268623,0.9280812641083521,2104.948081264108,6.507223476297968,227.0180586907449,0.04740406320541761,TylerJosephBeede,R,74,216,29.10609171800137
158,596001,91.64300341296929,-1.8167406143344709,5.760102389078498,-1.0162798634812287,0.6876279863481228,2196.8078902229845,5.9436860068259385,214.06174957118353,0.07167235494880546,JakobBenjaminLeeJunis,R,75,220,29.78781656399726
159,596057,91.17623762376238,2.3746287128712873,5.776163366336634,0.7295049504950496,1.3520544554455447,2334.1375,5.911633663366337,143.265,0.07673267326732673,DanielDavidNorris,L,74,207,29.182751540041068
160,596071,92.6915857605178,1.5284789644012946,5.376278317152104,0.7842718446601942,1.2079611650485436,2241.6103896103896,6.2223300970873785,152.05194805194805,0.05501618122977346,DillonJamesPeters,L,71,195,29.831622176591377
161,596082,91.50065359477125,-3.598235294117647,4.550849673202614,-1.3327450980392157,0.183921568627451,2145.2105263157896,5.4111111111111105,255.03947368421052,0.0392156862745098,JacobHubertReed,R,74,195,29.752224503764545
162,596112,96.7989501312336,-1.1157217847769028,5.812992125984252,-0.9649606299212597,1.2733858267716536,2389.448818897638,6.208923884514435,222.2782152230971,0.05774278215223097,RobertWilliamStephenson,R,75,205,29.347022587268995
163,596133,94.7372460496614,-1.4848984198645596,5.645146726862303,-0.7276072234762979,1.3512415349887135,2371.060465116279,5.7426914153132245,213.28604651162792,0.1038374717832957,LukeAllenWeaver,R,74,183,28.859685147159478
164,596295,90.97571770334928,1.7393660287081338,6.7272727272727275,0.5264473684210527,1.4406698564593303,2155.8071856287424,6.464354066985646,154.74491017964073,0.04784688995215311,AustinZacharyGomber,L,77,220,28.602327173169062
165,598264,94.97924528301887,-1.656823899371069,6.12814465408805,-0.9093396226415095,1.399685534591195,2249.330188679245,6.857861635220126,218.48427672955975,0.09748427672955975,MatthewDavidBarnes,R,76,208,32.03832991101985
166,598287,89.72551724137932,-2.486206896551724,4.805620689655173,-0.8658275862068966,0.9502068965517242,2184.567474048443,5.992387543252595,237.2941176470588,0.10689655172413794,NoéRamirez,R,75,205,32.52292950034223
167,600917,95.41193548387098,-1.7125806451612902,6.097354838709678,-0.2249032258064516,1.337451612903226,2658.9483870967742,5.369032258064516,193.74516129032259,0.11935483870967742,JoséRamonLeclerc,R,72,195,28.531143052703626
168,600921,95.31875993640699,-1.7672813990461047,5.459968203497615,-0.9511287758346582,1.1593640699523053,2074.176470588235,6.781081081081082,212.9570747217806,0.07790143084260731,AndresEduardoMachado,R,72,235,29.190965092402465
169,601713,93.42094990240729,-1.438972023422251,6.605035783994795,-0.42320754716981135,1.718191281717632,2309.687703318152,6.770787247885492,197.75146389069616,0.0904359141184125,NicholasJohncarloPivetta,R,77,214,29.374401095140314
170,605130,93.57551724137932,-1.954896551724138,5.1642758620689655,-0.3213793103448276,0.9874827586206897,2391.2344827586207,6.85,212.41379310344828,0.06551724137931035,ScottA.Barlow,R,75,210,29.533196440793976
171,605135,91.84916573971078,-1.2169966629588431,5.561451612903226,-0.7382091212458287,0.8403170189099,2172.388084632517,6.215470228158042,210.21993318485522,0.0967741935483871,ChristopherM.Bassitt,R,77,217,33.35249828884326
172,605151,93.4832298136646,-1.8157763975155279,6.080683229813665,-1.0516149068322982,1.2277018633540373,2139.3481012658226,6.603105590062111,218.21518987341773,0.09316770186335403,ArchieN.Bradley,R,76,215,29.88911704312115
173,605154,94.3409090909091,-1.8356818181818182,5.835206611570247,-0.8365702479338842,1.4534710743801653,2308.128364389234,6.67293388429752,214.2173913043478,0.1115702479338843,JohnFulboamBrebbia,R,73,200,32.087611225188226
174,605164,89.11820895522388,-1.6944776119402984,6.124019900497513,-0.4704577114427861,1.5824975124378111,2328.7094527363183,5.887064676616915,201.03880597014924,0.0736318407960199,DylanMatthewBundy,R,73,225,29.623545516769337
175,605177,91.57741379310345,1.7914655172413791,6.3501551724137935,1.0654137931034484,1.1316379310344828,2119.139896373057,6.546379310344828,140.57685664939552,0.056896551724137934,AndrewGregoryChafin,L,74,235,32.03832991101985
176,605182,91.98583196046128,-1.6283937397034596,5.385247116968698,-0.585345963756178,1.1618039538714993,2323.5345963756176,6.830724876441516,195.16392092257001,0.10049423393739704,MichaelAnthonyClevinger,R,76,215,31.526351813826146
177,605194,92.6080701754386,-1.3349473684210527,6.190842105263158,-0.6984210526315789,1.5837543859649124,2262.8912280701757,5.38421052631579,206.05263157894737,0.09824561403508772,JharelLeandreCotton,R,71,200,30.4476386036961
178,605195,92.10973451327433,-1.3847787610619469,5.061150442477876,-1.0727433628318583,0.3376991150442478,2148.8938053097345,6.260176991150442,226.93805309734512,0.07079646017699115,KyleDanielCrick,R,76,225,29.582477754962355
179,605200,89.37420814479638,-1.4885746606334842,5.598122171945701,-1.1595550527903469,1.0538838612368024,2089.888972809668,6.006108597285068,224.55287009063443,0.038461538461538464,ZacharyRyanDavies,R,72,180,29.39356605065024
180,605218,94.62732919254658,-1.9649378881987578,6.370062111801242,0.14509316770186334,1.361304347826087,2523.8431677018634,6.831726283048212,190.09937888198758,0.10248447204968944,CarlFlemingEdwardsJr.,R,75,170,30.82546201232033
181,605242,94.32989323843417,-2.2983274021352313,5.913807829181494,-0.7613167259786477,1.1119572953736654,2246.0249110320283,6.528113879003559,209.0,0.07829181494661921,MichaelJosephFulmer,R,75,224,29.295003422313485
182,605280,97.00919540229884,-0.9052107279693486,6.354738186462325,-1.4034099616858235,0.44139208173690936,2208.3312020460357,6.0936061381074165,227.2544757033248,0.10983397190293742,ClaytonW.Holmes,R,77,245,29.2621492128679
183,605288,93.91884422110553,-1.1244556113902846,5.988249581239531,-1.1983500837520937,0.8666582914572865,2114.2317380352647,6.58391959798995,222.8992443324937,0.05695142378559464,AdrianDavidHouser,R,75,222,29.4072553045859
184,605347,97.626802507837,-2.1375705329153605,5.809278996865204,-1.3836990595611285,0.7256583072100314,1996.5400313971743,6.378526645768025,228.60910518053376,0.08463949843260188,JorgeYabielLópez,R,75,200,29.385352498288842
185,605397,91.75470884255931,-1.5530050323508267,6.400726096333573,-0.25578720345075484,0.9286700215672178,2550.9468008626886,6.03314162473041,208.11718188353703,0.07404744787922359,JosephAnthonyMusgrove,R,77,230,29.571526351813826
186,605400,91.88047646717024,-1.9386345148169668,5.0921673445671125,-1.0642998256827427,1.0533933759442184,2261.357931435212,6.953457292271935,225.06333527019174,0.084253341080767,AaronMichaelNola,R,74,200,29.073237508555785
187,605447,96.85974842767295,-1.7464570230607965,6.063794549266247,-0.4494549266247379,1.5088679245283019,2289.825263157895,7.413207547169812,204.30315789473684,0.129979035639413,JordanRobertRomano,R,77,210,29.193702943189596
188,605463,93.7373831775701,-1.1570093457943924,5.227383177570093,-1.1745794392523365,0.8736448598130842,2226.8317757009345,5.678504672897197,227.97196261682242,0.09345794392523364,TaylerJamesScott,R,75,185,30.080766598220396
189,605483,95.83597800471327,2.088805970149254,6.593244304791831,0.4357659073055774,1.5622466614296937,2433.7227022780835,6.782482325216026,154.93637077769048,0.09033778476040849,BlakeAshtonSnell,L,76,225,29.571526351813826
190,605488,91.3904593639576,2.3778563015312133,5.904876325088339,0.9527679623085983,1.4797526501766785,2253.3592461719672,6.599528857479387,140.3992932862191,0.09305064782096584,JeffreyScottSprings,L,75,218,29.776865160848732
191,605507,89.60963172804533,-0.8620963172804532,6.6604107648725215,-0.1464705882352941,0.618632175761871,2431.3179886685552,6.210347271438695,178.60764872521247,0.0821529745042493,ZacharyRyanThompson,R,79,250,28.687200547570157
192,605521,93.531640625,-2.1365234375,5.8059375,-0.4749609375,1.315234375,2246.7265625,6.40234375,191.59765625,0.046875,ArthurFrankWarren,R,75,230,29.27310061601643
193,605525,94.83626760563381,-2.2080281690140846,5.771690140845071,-0.5270070422535211,1.1007394366197183,2395.7781690140846,6.239084507042254,211.78169014084506,0.07042253521126761,JeffreyBenjaminWendelken,R,73,242,29.270362765229294
194,605540,96.12038770053476,-1.229451871657754,5.8925935828877005,-0.7384558823529412,1.3521991978609627,2327.9872483221475,6.609437751004016,208.46442953020133,0.11096256684491979,BrandonKyleWoodruff,R,76,243,29.385352498288842
195,606131,93.765625,-2.0881250000000002,5.942875,-1.35,0.7281875,1986.03125,6.233124999999999,221.975,0.075,LuisDavidPerdomo,R,74,201,29.144421629021217
196,606149,94.31804347826088,-1.6674347826086957,6.805108695652174,-0.6332173913043477,1.556891304347826,2386.65,5.771086956521739,203.82391304347826,0.08695652173913043,GiovannyGallegos,R,74,215,30.88021902806297
197,606160,96.23160054719563,-1.4382489740082078,5.15812585499316,-0.9668673050615595,1.1155266757865938,2299.964383561644,6.138850889192886,220.5095890410959,0.12722298221614228,RafaelMontero,R,72,190,31.704312114989733
198,606303,94.61377777777777,-2.1752000000000002,5.806177777777778,-1.0003555555555557,1.0546222222222221,2353.4743875278396,5.955777777777778,217.6726057906459,0.10888888888888888,JoelEliasPayamps,R,74,225,28.23271731690623
199,606424,93.75048780487805,1.9138048780487804,5.831243902439025,1.2321219512195123,1.0806585365853658,2197.3546798029556,6.511951219512195,133.63793103448276,0.09268292682926829,JarlínEmmanuelGarcía,L,75,215,29.44832306639288
200,606625,95.30877192982456,-1.1283040935672515,5.446345029239766,-0.508187134502924,1.3708187134502923,2350.844574780059,6.4108187134502925,212.6275659824047,0.07309941520467836,ReyesArmandoMoronta,R,70,265,29.481177275838466
201,606930,92.27331288343558,-1.923558282208589,5.7232515337423315,0.11616564417177913,1.0800306748466257,2367.070552147239,6.747239263803681,184.23926380368098,0.09202453987730061,JacobAndrewBarnes,R,74,231,32.2135523613963
202,606965,94.27142857142857,-0.3575238095238095,6.570285714285714,-0.7477142857142858,1.3464761904761904,2179.447619047619,6.041904761904762,214.02857142857144,0.06666666666666667,ChristopherMichaelDevenski,R,75,211,31.630390143737166
203,607074,95.54288097886541,1.8470967741935485,6.572469410456062,0.4975305895439377,1.507330367074527,2348.3811908736784,6.230311457174639,154.23483583750695,0.13181312569521692,CarlosAntonioRodón,L,75,245,29.555099247091032
204,607179,96.93519813519814,-1.7448717948717947,6.063286713286714,-0.5697435897435897,1.5122843822843823,2135.4335664335663,6.547552447552448,206.7995337995338,0.11655011655011654,JordanBlakeWeems,R,76,209,29.645448323066393
205,607200,91.16105976586567,-1.606241528034504,5.776845348120764,-0.3693592113370302,0.7365003080714725,1976.996303142329,6.6656808379544055,195.20702402957485,0.06038200862600123,ErickJamesFedde,R,76,203,29.34428473648186
206,607216,90.71908931698773,-1.4449036777583186,5.799019264448336,-0.19401050788091068,0.9134325744308232,2308.5464098073553,6.226795096322242,188.45884413309983,0.07880910683012259,JosephRolandKrehbiel,R,75,240,29.527720739219713
207,607229,92.6405172413793,-1.6501724137931033,5.469224137931034,-1.441551724137931,0.3875862068965517,1936.5689655172414,6.320689655172414,235.74137931034483,0.09482758620689655,RobertJohnGsellman,R,76,200,28.95277207392197
208,607237,94.184375,2.4975,5.93396875,0.9626875,1.17140625,2225.965625,6.3021875000000005,140.621875,0.05625,AmirJamalGarrett,L,77,239,30.16016427104723
209,607259,91.89580000000001,-1.87482,6.01444,-0.53698,1.1309,2352.815,5.916399999999999,204.986,0.086,NicholasAndresMartinez,R,73,200,31.904175222450377
210,607455,94.39444444444445,1.800037037037037,5.70837037037037,1.1264814814814814,1.081037037037037,2094.8777777777777,6.217037037037037,133.7888888888889,0.08518518518518518,FrankAnthonyBanda,L,74,220,28.889801505817932
211,607481,93.53012422360248,2.3556832298136645,5.1411490683229815,0.9945962732919255,0.12444099378881987,2096.645962732919,6.32888198757764,135.91925465838509,0.08695652173913043,AaronJamesBummer,L,75,215,28.774811772758383
212,607536,89.96036977491961,1.5119453376205787,5.683344051446945,0.772612540192926,0.832371382636656,2373.619162640902,6.576892109500805,140.5112721417069,0.06270096463022508,KyleRichardFreeland,L,76,204,29.130732375085557
213,607625,94.40672268907562,-0.8767647058823529,5.586386554621848,-0.9527310924369747,1.2671008403361343,2274.323529411765,6.022478991596638,214.1533613445378,0.06512605042016807,JacobSethLugo,R,76,225,32.61875427789185
214,608032,97.51599443671766,-1.9367732962447843,5.72808066759388,-0.8352294853963839,1.215730180806676,2240.9095966620307,6.303059805285118,216.26564673157162,0.0917941585535466,CarlosSamuelEstévez,R,78,277,29.505817932922657
215,608328,92.82575187969925,-0.7814849624060151,6.198778195488722,-0.10509398496240602,1.5586466165413535,2412.5808270676694,6.003195488721804,193.843984962406,0.06578947368421052,ChaseLouisDeJong,R,76,230,28.503764544832308
216,608331,93.88419792498004,1.2089465283320031,6.085570630486832,0.36604948124501197,0.9608938547486033,2107.287310454908,6.373743016759777,158.40383080606543,0.07342378292098962,MaxDorianFried,L,76,190,28.449007529089666
217,608337,92.60062063615206,-1.3868269976726144,6.355352986811481,-0.4486966640806827,1.5020480993017844,2173.2740683229813,6.877329192546584,204.66770186335404,0.08378588052754073,LucasF.Giolito,R,78,245,27.964407939767284
218,608344,90.40190413657255,1.4038739330269205,6.183965856861458,0.9340512147078135,1.1998030203545633,1963.3552631578948,6.403808273145108,141.9842105263158,0.08470124753775443,ColeRjIrvin,L,76,217,28.413415468856947
219,608349,95.63886861313868,-1.6258029197080293,6.005875912408759,-0.31945255474452555,1.4607116788321168,2368.147810218978,6.513138686131387,200.52554744525548,0.11496350364963503,CoreyAndrewKnebel,R,75,224,30.595482546201232
220,608379,91.81724709784412,-1.3539386401326698,6.616923714759536,-0.46470978441127697,1.376625207296849,2088.8109452736317,6.630597014925373,202.23051409618574,0.05140961857379768,MichaelJosephWacha,R,78,215,31.000684462696782
221,608566,95.36835106382979,-2.191469414893617,5.966382978723405,-0.9420877659574469,0.9484507978723404,2125.8277925531916,5.526329787234043,222.86835106382978,0.047872340425531915,GermánAndresMárquez,R,73,230,27.353867214236825
222,608638,96.43106796116504,-2.021990291262136,5.258106796116505,-1.5504854368932037,0.7193203883495146,2230.4223300970875,6.183495145631068,239.126213592233,0.06310679611650485,JonThomasChargois,R,75,200,31.575633127994525
223,608648,92.27388888888889,-2.512888888888889,6.034305555555555,-0.5915,1.1235555555555556,2312.5222222222224,6.344166666666667,213.60555555555555,0.09722222222222222,TylerBlinnDuffey,R,75,220,31.509924709103355
224,608652,91.12045454545455,-1.5237121212121212,6.577424242424243,-0.3001515151515151,1.4725757575757576,2325.931818181818,6.422727272727272,203.82575757575756,0.045454545454545456,LukeThomasFarrell,R,78,200,31.066392881587955
225,608665,96.48395721925134,-1.055668449197861,5.7285026737967915,-1.1721212121212121,0.9654188948306596,2259.0320855614973,6.314081996434937,221.1764705882353,0.0784313725490196,KendallChaseGraveman,R,74,200,31.526351813826146
226,608678,93.79377431906615,-2.3859727626459146,5.827529182879378,-0.17346303501945526,1.0257782101167314,2355.8425196850394,6.533657587548639,200.501968503937,0.12062256809338522,DominicJosephLeone,R,70,215,30.680355920602327
227,608716,94.05913978494624,-0.9937096774193549,6.317741935483871,-0.6824731182795699,1.6190860215053762,2300.2634408602153,6.035483870967742,207.6720430107527,0.0967741935483871,AndrewPSteckenrider,R,76,235,31.471594798083505
228,608717,92.81181619256017,-1.717964989059081,5.887483588621444,-0.3298687089715536,1.210109409190372,2629.306345733042,6.549234135667396,206.7964989059081,0.11597374179431072,ChristopherLeeStratton,R,74,205,31.857631759069132
229,608718,86.47181303116147,2.8539376770538247,6.202450424929179,-0.2329886685552408,1.0555099150141645,2143.21104815864,7.244617563739377,176.73229461756375,0.08356940509915015,BrentMichaelSuter,L,76,213,32.837782340862425
230,608723,92.08944954128441,-2.59702752293578,5.838,-0.3197614678899083,1.176724770642202,2385.7438016528927,6.233608815426997,201.07254361799815,0.10458715596330276,AustinLeeVoth,R,74,215,30.012320328542096
231,612434,97.86298342541437,-2.267569060773481,4.890441988950276,-1.453149171270718,0.4655801104972375,2125.966850828729,6.6602209944751385,248.707182320442,0.04419889502762431,MiguelAngelCastro,R,79,201,27.51813826146475
232,614179,96.8931640625,-1.4755859375,6.2646679687499995,-0.60232421875,1.42634765625,2352.767578125,5.8955078125,209.662109375,0.09375,JoséRafaelRuiz,R,73,245,27.693360711841205
233,615698,91.37779625779626,-1.2766444906444907,6.414615384615384,-0.46135550935550934,0.9651185031185032,2163.4966666666664,6.354428274428274,207.13208333333333,0.07484407484407485,CalPaulQuantrill,R,75,195,27.38672142368241
234,617228,95.92456140350878,-1.5406265664160401,5.688847117794486,-0.7271679197994987,1.3116040100250628,2109.6942355889723,6.293233082706767,212.60902255639098,0.045112781954887216,HirokazuSawamura,R,72,212,34.24229979466119
235,621016,93.08853333333333,-4.358133333333333,4.01288,-1.4186400000000001,0.04136,2461.365333333333,6.4034666666666675,251.792,0.06133333333333333,JoseLuisCuas,R,75,195,28.008213552361397
236,621051,95.02986425339365,-1.623868778280543,5.6027375565610855,-0.6667420814479638,1.534683257918552,2365.957013574661,6.860859728506787,209.15610859728505,0.11085972850678733,StevenChristopherWilson,R,75,221,27.852156057494867
237,621074,94.69445910290237,-1.8813984168865434,5.615699208443272,-0.6244854881266491,1.3327704485488128,2269.599455040872,6.201912568306011,215.716621253406,0.0870712401055409,MichaelPatrickRucker,R,73,195,28.177960301163587
238,621076,94.01771720613289,-2.5624616695059625,6.131575809199319,-0.7026660988074958,1.2524531516183988,1996.390451832907,6.094117647058823,217.53367433930094,0.06899488926746167,JamesDouglasKaprielian,R,75,225,28.331279945242983
239,621079,88.58260869565217,-1.2271304347826086,5.816782608695652,-0.2511304347826087,0.912695652173913,2152.6782608695653,6.758260869565218,194.7391304347826,0.06086956521739131,CollinJamesWiles,R,76,222,28.087611225188226
240,621082,93.11237623762376,-1.0557425742574258,6.373465346534654,-1.327821782178218,0.9773762376237624,2076.044776119403,5.481188118811882,228.13930348258705,0.039603960396039604,JacobAlanLemoine,R,77,220,28.588637919233403
241,621107,92.22554479418886,-2.778680387409201,5.767336561743341,-1.0134382566585958,0.8094794188861986,2098.0133333333333,6.719249394673124,225.6,0.07506053268765134,ZacharyAdamsEflin,R,78,220,28.229979466119097
242,621111,93.7376876876877,-0.9353903903903904,5.562837837837837,-0.20001501501501504,1.1209309309309308,2315.6111111111113,6.477327327327327,193.27777777777777,0.08408408408408409,WalkerAnthonyBuehler,R,74,185,27.926078028747433
243,621112,90.31299385425812,-1.749964881474978,5.955373134328358,-0.49057945566286215,0.7947410008779632,2169.2227112676055,6.297453906935909,188.80105633802816,0.07462686567164178,PaulBlackburn,R,73,196,28.57221081451061
244,621114,91.63214285714285,-1.4967857142857144,6.5561428571428575,0.05085714285714286,0.8275714285714285,2183.964285714286,6.811428571428571,163.82857142857142,0.07142857142857142,RyanMatthewBurr,R,76,220,28.093086926762492
245,621121,91.9210743801653,-1.3228512396694214,5.393719008264463,-0.7719421487603306,0.4511570247933885,2215.5435684647305,5.830991735537189,210.59336099585062,0.04132231404958678,LanceG.McCullersJr.,R,73,202,28.744695414099933
246,621219,88.48392857142856,-2.9824404761904764,5.795416666666666,-1.1161904761904762,0.8995833333333333,2186.529761904762,6.105952380952381,225.26190476190476,0.041666666666666664,AlecThomasMills,R,76,205,30.584531143052704
247,621237,97.13184713375796,1.1411337579617833,6.513235668789809,0.5241273885350318,0.8895031847133757,2148.436942675159,6.749299363057324,157.70828025477707,0.1554140127388535,JoséAntonioAlvarado,L,74,245,27.1129363449692
248,621242,99.08149100257069,-2.281285347043702,4.840282776349614,-1.1220051413881749,1.1269408740359896,2352.1748071979437,7.3097938144329895,231.52956298200513,0.16452442159383032,EdwinOrlandoDíaz,R,75,165,28.27652292950034
249,621244,93.92707299787385,-2.7822111977321047,5.466881644223955,-1.1260524450744152,1.044358610914245,2179.785967399008,6.443231750531537,225.5719347980156,0.06165839829907867,JoséOrlandoBerríos,R,72,205,28.095824777549623
250,621248,88.8648854961832,-1.729236641221374,4.623778625954198,-0.9517175572519084,0.5179389312977098,2191.5038167938933,6.148854961832061,235.04961832061068,0.03816793893129771,RalphAlbertGarzaJr.,R,74,220,28.23545516769336
251,621249,94.17598736176936,-2.254960505529226,6.187582938388625,-0.5746287519747235,0.8359715639810426,2122.034755134281,6.45955766192733,199.86255924170615,0.0995260663507109,DuaneLeeUnderwoodJr.,R,74,225,27.94798083504449
